FID,FID_Alabam,MatchType,NumMatch,PrecinctNu,Precinct,Address,City,Zip,County,State,FLD_ZONE,ZONE_SUBTY,x,y
747,759,ExactMatch,Approx,15-2,Revels Store Voting House,525 State Highway 54,Samson,36477,Geneva,Alabama,A, ,-86.133104572094,31.1144057986301
748,755,ExactMatch,Approx,13-2,Samson Senior Center (was Masonic Lodge),33 E. Sellers St.,Samson,36477,Geneva,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.0474045481546,31.1204058027994
749,756,ExactMatch,Approx,13-3,Samson Senior Citizen Center,33 E. Sellers St.,Samson,36477,Geneva,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.0474045481546,31.1204058027994
750,758,ExactMatch,Approx,15-1,Lowery Voting House,21150 West State Highway 52,Kinston,36453,Geneva,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.1392045753541,31.1487058060313
751,612,ExactMatch,Approx,10,Catoe/Pleasant Home-Masonic Lodge,6079 Eagle Road,Andalusia,36420,Covington,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.6160047102634,31.1607057927833
752,754,ExactMatch,Approx,13-1,Piney Grove,643 Thurman Rd.,Samson,36477,Geneva,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.0452045494819,31.1639058125213
753,753,DirectionPrefixRemoved,Exact,1-Nov,Coffee Springs - Joy Life Center,177 E Baxley Street,Coffee Springs,36318,Geneva,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.9114800217716,31.1662058174651
754,748,ExactMatch,Exact,2-Sep,Chancellor Community Center  (El Bethel),424 Chancellor St.,Chancellor,36316,Geneva,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.8776748729265,31.1822934721563
755,620,KnownAlternateName,Exact,19,Red Oak Fire Department,13737 Highway 55,Andalusia,36420,Covington,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.5279046888991,31.2361527923756
756,622,ExactMatch,Exact,21,Carolina City Hall,19250 Rockhole Bridge Road,Andalusia,36420,Covington,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.5234058177109,31.2378731029059
757,613,ExactMatch,Approx,13,Hom Hill Community Center,18692 Horn Hill Road,Opp,35467,Covington,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.3158046296015,31.2464058217541
758,607,ExactMatch,Exact,2,Hopewell Fire Department,6629 Brooklyn Road,Andalusia,36241,Covington,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.6106364931893,31.2582618844632
759,608,DirectionPrefixRemoved,Exact,3,Opp Adult Activity Center,500 N Brantley Street,Opp,36467,Covington,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2534046139105,31.2885058331428
760,621,ExactMatch,Exact,20,Sanford City Hall,21469 Firehouse Road,Andalusia,36421,Covington,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.3872767622144,31.3004604812817
761,619,ExactMatch,Approx,18,River Falls City Hall - Highway 84,24581 Firehouse Road,Red Level,36474,Covington,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.3839046513983,31.3034058320446
762,360,DirectionPrefixRemoved,Exact,Beat 3:,Daleville, 730 S. Daleville Ave, Daleville,36322,Dale,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.8415060085711,31.3129058523237
763,611,ExactMatch,Exact,7,Babbie/Cedar Grove Babbie Fire Dept,22543 Babbie Road,Andalusia,36421,Covington,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.3282046361913,31.3143431663308
764,609,ExactMatch,Approx,5,Loango Fire Department,23725 Eiland Road,Red Level,36474,Covington,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.6563047290739,31.3246058275168
765,617,ExactMatch,Approx,16-2,Heath City Hall,25644 Sutton Road,Andalusia,36421,Covington,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.4579046733922,31.328305835037
766,745,DirectionPrefixRemoved,Exact,1-Apr,Fadette Community Center,5307 S. State Highway 103,Slocomb,36375,Geneva,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.5368866802404,31.0446703627322
767,747,ExactMatch,Exact,"6-1, 6-2, 6-3, 7-1, 7-2, 8-2",Johnny Hughes Community Center,405 S. 3rd Ave.,Hartford,36344,Geneva,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.6970044480688,31.0995394797188
768,372,WeakName,Exact,Absentee Voting,Absentee,100 E. Court Square,Ozark,36360,Dale,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.5937044192246,31.1095058153326
769,744,ExactMatch,Approx,1-Mar,Malvern Community Center,233 Church St.,Malvern,36349,Geneva,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.5205043997827,31.1394058244005
770,746,DirectionPrefixRemoved,Exact,1-May,Slocomb NG Armory,322 S. State Highway 103,Slocomb,36375,Geneva,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.625311362722,31.2112546369425
771,359,ExactMatch,Approx,Beat 2:,Clayhatchee, 750 W. Main St., Daleville,36322,Dale,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.722904461484,31.2356058391235
772,371,ExactMatch,Approx,Beat 16:,Level Plains, 47 Z St., Daleville,36322,Dale,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.7732044787206,31.3018058521412
773,362,DirectionPrefixRemoved,Exact,Beat 6:,Pinckard, 1309 E. Hwy 134, Pinckard,36371,Dale,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.7369310588233,31.3102744752274
774,361,KnownAlternateName,Exact,Beat 4:,Newton, 9 N. College St., Newton,36352,Dale,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.6030921920049,31.3355058652812
775,763,ExactMatch,Exact,8,Headland,505 Peachtree Street,Headland,36345,Henry,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.3371043569898,31.3477038368282
776,365,ExactMatch,Approx,Beat 8 Box 3:,Sylvan Grove, 4495 Co. Rd. 14, Midland City,36350,Dale,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.5302044122496,31.3562058723016
777,616,ExactMatch,Exact,16-1,Straughn,29448 Straughn School Road,Andalusia,36421,Covington,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.4153211443619,31.3930173607211
778,615,ExactMatch,Approx,15,Gantt City Hall,28826 Commerce Street,Andalusia,36421,Covington,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.4842046845069,31.4089058518808
779,618,ExactMatch,Approx,17,Rose Hill Community Center,27064 Straughn School Road,Dozier,36028,Covington,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.347604647611,31.4439058642118
780,630,ExactMatch,Exact,8,Bush's Grocery�,12360 Dozier Hwy, Brantley,36009,Crenshaw,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.3018583099496,31.5571350706538
781,433,ExactMatch,Approx,13,Industry Old School House,2542 Cook Bridge Rd,Georgiana,36033,Butler,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.6126047297637,31.6042058903224
782,637,ExactMatch,Exact,17,Springhill Volunteer Fire Department,4 Nichols Bluff Rd,Brantley,36009,Crenshaw,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.3192590181197,31.6269146553705
783,634,ExactMatch,Approx,12,Pleasant Home School�,8401 Ivy Creek Rd,Brantley,36009,Crenshaw,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.4352046816435,31.6441059051567
784,430,ExactMatch,Exact,9,Friendship Old School House,9790 McKenzie Grade Rd,Greenville,36037,Butler,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.6007921090461,31.6596351128497
785,422,ExactMatch,Exact,1,Bolling Voting House,73 Bolling Rd,Georgiana,36033,Butler,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.7038787511516,31.7247059134883
786,628,ExactMatch,Exact,6,Rutledge Community Center�,1729 Lee St,Rutledge,36071,Crenshaw,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.3126835811149,31.7301059282021
787,636,ExactMatch,Exact,16,Harbin Farm Center�,816 Airport Rd,Luverne,36049,Crenshaw,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2742421908355,31.7423653222112
788,435,ExactMatch,Approx,16,Mclain's Voting House,4783 Gravel Hill Road,Greenville,36037,Butler,Alabama,A, ,-86.624204739868,31.7489059215318
789,638,ExactMatch,Exact,18,Chapel Hill Baptist Church�,2146 Chapel Hill Rd,Rutledge,36071,Crenshaw,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.3905820144997,31.7595317119474
790,423,ExactMatch,Approx,2,Center Hill Voting House,3815 Halso Mill Road,Greenville,36037,Butler,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.5680047251368,31.772105928544
791,425,ExactMatch,Approx,4,Central Fire Dept,3815 Halso Mill Road,Greenville,36037,Butler,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.5680047251368,31.772105928544
792,428,ExactMatch,Exact,7,Dunbar Center,208 School Highlands Rd,Greenville,36037,Butler,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.6288613143542,31.8155059358888
793,424,WeakName,Exact,3,Sr. Multi-Purpose Cntr,306 Parmer Ave,Georgiana,36033,Butler,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.6272079742996,31.8241059378198
794,626,ExactMatch,Exact,4,Honoraville Fire Station�,6630 Honoraville Rd,Honoraville,36042,Crenshaw,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.4093426440034,31.8480061706173
795,432,ExactMatch,Exact,12,Health Dept,350 Airport Rd,Greenville,36037,Butler,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.6167047425573,31.8495305537233
796,431,KnownAlternateName,Exact,11,Harrison's Voting House,3732 Mt. Zion Rd,Honoraville,36042,Butler,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.5107112528721,31.8535966883067
797,427,ExactMatch,Exact,6,Steiner's Store Voting,7402 Steiner Store Rd,Honoraville,36042,Butler,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.4780853962441,31.9073252711509
798,624,ExactMatch,Exact,2,Danielville Baptist Church�,91 Danielville Rd,Honoraville,36042,Crenshaw,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.4081189071437,31.9208059665321
799,623,ExactMatch,Exact,1,Panola Community Center,392 Panola Rd,Lapine,36046,Crenshaw,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.373856009655,31.9662816376355
800,847,DirectionSuffixRemoved,Exact,"00121.001, 00121.003, 00121.005, 131.001, 00131.003, 00131.005",National Guard Armory,200 Old Fort Road West,Fort Deposit,36032,Lowndes,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.5757047375881,31.986305974909
801,614,ExactMatch,Exact,14,Valley Grove/Friendship - Union Grove Fire Dept,27716 Fleeta Road,Opp,36467,Covington,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2266860202754,31.374087902925
802,633,ExactMatch,Approx,11,Weed Baptist Church�,Old Three Notch Rd,Brantley,36009,Crenshaw,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2402046201956,31.5066058816495
803,635,ExactMatch,Approx,15,Dozier Town Hall�,7874 S Main St,Dozier,36028,Crenshaw,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2568046283399,31.5810058974338
804,631,ExactMatch,Exact,9,Brantley Community Center�,81 Maple St,Brantley,36009,Crenshaw,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2573046289527,31.5911208696376
805,859,ExactMatch,Rooftop,16,Tarentum Community Clubhouse,1677 AL HWY 125,Brundidge,36010,Pike,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.8767821736437,31.641412933674
806,632,DirectionPrefixRemoved,Exact,10,Glenwood Town Hall�,108 N King St,Glenwood,36034,Crenshaw,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.1702798478948,31.6666810791996
807,860,ExactMatch,Rooftop,17,Springhill Fire Department,6973 AL Hwy 87,Troy,36079,Pike,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.9586379688317,31.684261530305
808,862,ExactMatch,Rooftop,20,Springhill Housing Authority,22 County Road 2331,Troy,36079,Pike,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.9591644000363,31.7068159352425
809,870,ExactMatch,Rooftop,31,Golden/Satellite Building,104 Gilmore Street,Brundidge,36010,Pike,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.8168761499882,31.71273826141
810,858,ExactMatch,Rooftop,14,Brundidge - Haisten Building,110 N Main Street,Brundidge,36010,Pike,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.8155104899738,31.7207128832104
811,865,ExactMatch,Rooftop,24,Goshen Town Hall,535 Montgomery St,Goshen,36035,Pike,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.120152306317,31.7220117730564
812,861,ExactMatch,Rooftop,19,Galloway Road Community Center,102 John Lewis Street,Brundidge,36010,Pike,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.819180231418,31.7293360049809
813,629,ExactMatch,Approx,7,Vidette Community Center�,4405 Troy Hwy,Luverne,36049,Crenshaw,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.194404617841,31.7332059329563
814,857,ExactMatch,Rooftop,13,Troy Recreation Department,601 Enzor Road,Troy,36079,Pike,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.9532745109763,31.7623827376446
815,627,ExactMatch,Exact,5,Patsburg Depot Building�,5597 Petrey Hwy,Luverne,36049,Crenshaw,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2287932701542,31.7880718637825
816,852,KnownAlternateName,Exact,6,Troy Adams Armory,202 George Wallace Drive,Troy,36081,Pike,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.9490252116344,31.8019024564602
817,863,ExactMatch,Rooftop,21,Pike County Courthouse,120 West Church Street,Troy,36081,Pike,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.9734466388067,31.8072721967967
818,864,ExactMatch,Rooftop,22,First Baptist Church,200 W College Street,Troy,36081,Pike,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.9734924089395,31.8098089673512
819,866,DirectionPrefixRemoved,Exact,25,Rural Home - County Building,9453 South Highway 29,Goshen,36035,Pike,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.1393257959479,31.8111427319224
820,856,ExactMatch,Rooftop,12,Banks Voting Center #1,82 West Troy Street,Banks,36005,Pike,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.8434112023725,31.8162348332374
821,869,ExactMatch,Rooftop,30,Banks Voting Center #2,82 West Troy Street,Banks,36005,Pike,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.8434112023725,31.8162348332374
822,625,ExactMatch,Exact,3,Petrey Community Center�,82 School House Circle,Luverne,36049,Crenshaw,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2075046271235,31.8510059582817
823,867,ExactMatch,Rooftop,26,Antioch Church of Christ,5131 County Road 1101,Troy,36079,Pike,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.0804336723515,31.8757879781042
824,853,ExactMatch,Rooftop,8,Ebenezer Voting Center #1,4272 AL Hwy 223,Troy,36081,Pike,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.8290831913415,31.8803961478032
825,871,ExactMatch,Rooftop,32,Ebenezer Voting Center #2,4272 AL Hwy 223,Troy,36081,Pike,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.8290831913415,31.8803961478032
826,851,ExactMatch,Rooftop,5,Dunn's Voting Center #1,4162 County Road 7708,Troy,36081,Pike,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.9440353142881,31.8878100054565
827,868,ExactMatch,Rooftop,28,Dunn's Voting Center #2,4162 County Road 7708,Troy,36081,Pike,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.9440353142881,31.8878100054565
828,848,KnownAlternateName,Exact,141.005,Sandy Ridge Community Center,6423 US Highway 31,Letohatchee,36047,Lowndes,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.4518047045138,32.0252091777205
829,846,DirectionSuffixRemoved,Exact,"00081.004, 00081.005, 00101.004, 00101.005",Lily Baptist Church,7235 State Highway 97 South,Letohatchee,36047,Lowndes,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.4730134950102,32.1178824570955
830,325,ExactMatch,Exact,210,Pintlala Fire Department,250 Federal Rd.,Hope Hull,36043,Montgomery,Alabama,AE,FLOODWAY,-86.3869511435603,32.1763603428259
831,844,ExactMatch,Approx,"00041.001, 00041.003, 00041.005",Mosses Town Hall,1 Mosses Park Circle,Mosses,36040,Lowndes,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.6721047743549,32.182606014046
832,845,DirectionSuffixRemoved,Exact,"00061.0001, 00061.003, 00061.005",Hayneville Courthouse Annex,205 Tuskeena Street East,Hayneville,36040,Lowndes,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.5842118896456,32.1842060175214
833,347,ExactMatch,Rooftop,502,Snowdoun Volunteer Fire Department,219 Hobbie Rd.,Montgomery,36105,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2918747899172,32.2423652005098
834,324,ExactMatch,Rooftop,209,First Southern Baptist Church,1125 Wasden Rd.,Hope Hull,36043,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.3897752083659,32.2578910203922
835,320,ExactMatch,Rooftop,205,Southlawn Baptist Church,5340 Mobile Hwy.,Montgomery,36108,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.3509034293942,32.298773140627
836,321,ExactMatch,Rooftop,206,C. Thomas Ventures / Event Center,3360 Selma Hwy.,Montgomery,36108,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.3817033086212,32.3092406717928
837,319,ExactMatch,Rooftop,204,AFED Conference Center,150 E. Fleming Rd.,Montgomery,36105,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.3021363267549,32.3221305374217
838,316,ExactMatch,Rooftop,201,St. Paul AME Church,706 E. Patton Ave.,Montgomery,36111,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2945679651585,32.3331397600743
839,317,ExactMatch,Rooftop,202,Beulah Baptist Church,3703 Rosa L. Parks Ave.,Montgomery,36105,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.3158158414202,32.3381827904066
840,333,ExactMatch,Rooftop,401,St. James Baptist Church,3424 S. Court St.,Montgomery,36105,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.3090561898911,32.3459151823208
841,326,ExactMatch,Rooftop,211,Rufus Lewis Library,3095 Mobile Hwy.,Montgomery,36108,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.3381089381728,32.3471778415554
842,318,ExactMatch,Rooftop,203,Hayneville Road Community Center,3315 Hayneville Rd.,Montgomery,36108,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.3555268531566,32.3483298811816
843,323,ExactMatch,Rooftop,208,Stonetank Antioch Baptist Church / Fellowship Hall,6515 Old Selma Rd.,Montgomery,36108,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.4527558807486,32.3504241481534
844,309,ExactMatch,Rooftop,101,Drum Theater / Huntingdon College,1125 E. Fairview Ave.,Montgomery,36106,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2897156747573,32.3527511244906
845,334,ExactMatch,Rooftop,402,McIntyre Community Center,1240 Hugh St.,Montgomery,36108,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.3320511970865,32.3598159445048
846,335,ExactMatch,Rooftop,403,Cleveland Ave. YMCA,1201 Rosa L. Parks Ave.,Montgomery,36108,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.3162964926671,32.3605788752333
847,336,ExactMatch,Rooftop,404,Alabama State University / Acadome,1595 Robert C. Hatch Dr.,Montgomery,36106,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2934006762589,32.3619979463589
848,337,DirectionPrefixRemoved,Exact,405,Houston Hills Community Center,207 N. Hall St.,Montgomery,36104,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2916046765159,32.3774060697551
849,348,ExactMatch,Approx,503,Lapine Baptist Church,164 Webster St.,Lapine,36046,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.3536046941872,32.3800060680971
850,339,ExactMatch,Exact,407,Hilton L. ""Tracy"" Larkin Community Center,814 Claremont Ave.,Montgomery,36107,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2784893834282,32.3899652329398
851,322,ExactMatch,Exact,207,Hunter Station Community Center,20 Melton St.,Montgomery,36108,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.3918047055756,32.3917481092638
852,338,ExactMatch,Rooftop,406,Newtown Community Center,1765 N. Decatur St.,Montgomery,36104,Montgomery,Alabama,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-86.2954300985425,32.3963874537213
853,340,ExactMatch,Rooftop,408,Highland Gardens Community Center,2805 Willena Ave.,Montgomery,36107,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2795838342099,32.399450654951
854,341,KnownAlternateName,Exact,409,Chisholm Community Center,545 Vandiver Blvd.,Montgomery,36110,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2791046749785,32.4176060788917
855,342,ExactMatch,Approx,410,Sheridan Heights Community Center,3501 Faro Dr.,Montgomery,36110,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2844046773067,32.4342060822877
856,343,ExactMatch,Rooftop,411,Union Academy Baptist Church,4748 Lower Wetumpka Rd.,Montgomery,36110,Montgomery,Alabama,AE, ,-86.2664765326157,32.4419082445949
857,849,ExactMatch,Rooftop,3,China Grove - County Building,3528 County Road 7702,Troy,36081,Pike,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.9454925414671,32.0294173263688
858,352,KnownAlternateName,Exact,507,Dublin Fire Station,8898 State Hwy. 94,Ramer,36069,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.1661046243457,32.0374060004018
859,349,KnownAlternateName,Exact,504,Ramer Public Library,5444 State Hwy. 94,Ramer,36069,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.216551369332,32.0521399818427
860,353,ExactMatch,Exact,508,Pine Level Fire Station,393 Moore Rd.,Ramer,36069,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.0610045959078,32.0647789700475
861,351,ExactMatch,Approx,506,Davis Crossroads Fire Station,6475 Mt. Zion Road,Ramer,36069,Montgomery,Alabama,A, ,-86.1767046322215,32.1380060219262
862,415,KnownAlternateName,Exact,81.01,Fitzpatrick,9545 Highway 110,Fitzpatrick,36029,Bullock,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.884581472845,32.2084166875324
863,350,ExactMatch,Rooftop,505,Essence Studio & Events Center (temp. location),5085 Virginia Loop Rd.,Montgomery,36116,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2385529374904,32.2964156641191
864,314,ExactMatch,Rooftop,106,City of Refuge Church,3820 Woodley Rd.,Montgomery,36116,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2537812123966,32.3084891761923
865,354,ExactMatch,Exact,509,Woodland United Methodist Church,4428 Wallahatchie Rd.,Pike Road,36064,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.0474046040077,32.3100060638595
866,315,ExactMatch,Rooftop,107,"Trenholm State (Patterson Campus, Bldg. D)",3920 Troy Highway,Montgomery,36116,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2407959795137,32.3245299901287
867,312,ExactMatch,Rooftop,104,Whitfield Methodist Church,2673 Fisk Rd.,Montgomery,36111,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2610215156238,32.3323119710923
868,313,ExactMatch,Rooftop,105,Aldersgate Methodist Church,6610 Vaughn Rd.,Montgomery,36116,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.204518200003,32.3399108547526
869,357,ExactMatch,Exact,512,St. James United Methodist Church,9045 Vaughn Rd.,Montgomery,36117,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.1244158473918,32.3415356579587
870,310,ExactMatch,Rooftop,102,Vaughn Park Church of Christ,3800 Vaughn Rd.,Montgomery,36106,Montgomery,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2439164016464,32.3497718454818
